text,isTelecoms
"Title: SeagateSail - 20% fuel saving for commercial vessels through a hybrid wind plus motor cruise mode. Abstract: Seagate is developing an innovative collapsible-automatic-retrofittable delta wing sail that can be applied to commercial vessels. Seagate Sail and cruise control aims to provide an adoptable and beneficial solution for commercial ship owners to reduce their fuel bills and cut emissions by 20%. The system is able to offer a solution to both problems whilst at the same time being suited to the needs of commercial ships, which makes the solution unique and highly desirable.  The Seagate Sail, installed on the vessel’s deck, will convert wind into driving force.  The Seagate Cruise Control will convert the driving force into fuel saving, by proportionally reducing the engine power. With the Seagate solution, the vessel will cruise at the original speed (and therefore keep to the Estimated Time of Arrival) using 20% less fuel.
The solution is at a mature stage of development and therefore the feasibility assessment will focus on the development of the industrial chain to set-up and validate the scale-up production of Seagate Sail, a sound IP management strategy, solid financial projections and the sale agreements for the commercialisation. The sails will be developed in Europe involving different industrial partners, managed by a British and Italian team. Once commercialised, Seagate will maintain its headquarters and manufacturing activities in Europe offering new job opportunities across the continent. Seagate aims to set a commercial partnership with a top European engine supplier to speed up the commercial growth of its products in Europe and Worldwide.",0
"Title: NeuPheMi - Neurophenomenology of Mental Imagery Abstract: The NeuPheMi project presents a novel approach in the neuroscientific study of mental imagery. Mechanisms of mental imagery are not yet well understood and while traditional approaches investigated their neural correlates based mostly on problem-solving tasks, NeuPheMi proposes to shed the light on the neural correlates of experiencing mental imagery. By taking into account the subjective experience and using electroencephalography and brain stimulation techniques to investigate the dynamic of neuronal activity during mental imagery in an original neurophenomenological approach, NeuPheMi is expected to bring a better understanding of the neuronal basis of mental imagery and extend our comprehension of human consciousness. 
Conjointly investigating the subjective experience and cerebral activity during mental imagery is a considerable research challenge, with tremendous benefits to both applied and basic science – directly in line with the European research priorities, as underlined in the Horizon2020 Future and Emerging Technologies initiative Knowing, doing and being: cognition beyond problem solving.",0
"Title: ZapGoCharger - Rapid charging of cordless appliances using graphene-based supercapacitors Abstract: Zap&Go has developed a fast charging solution to appliances, devices and vehicles. In contrast to Lithium-ion batteries, the dominant solution in these markets today, Zap&Go’s supercapacitors charge in 5 minutes or less and are proven to be safe to handle without fire risk. Zap&Go has raised 2m EUR in seed funding in 2015 and a ~7m EUR Round A in 2016 from private investors to invest in its pilot production line. 

The IP was partly developed at Oxford University, exclusively licensed to Zap&Go and is now being advanced by in-house scientists. Zap&Go is expanding its patent portfolio to secure a sustainable competitive advantage in the markets it is addressing. Core to the technology is the use of carbon nano-materials, including graphene that allow the design of rechargeable pouches or flat cells. 

In this Phase II project Zap&Go will develop 1) supercapacitor power modules and electronics specifically integrating with cordless tools such as cordless vacuum cleaners and power drills and 2) build trial units to conduct customer trials. At the end of the project Zap&Go expects to have at least one pre-contract signed with a European high volume manufacturer. In Phase III, Zap&Go will aim to become the leading supplier to the cordless appliance market before entering other global markets such as electric scooters and autonomous passenger transportation vehicles. 

In its self-funded Phase I feasibility study Zap&Go established consumers’ willingness via a crowdfunding campaign, pre-selling 1,200 units. Major OEM’s like Stanley Black&Decker and Hilti have visited Zap&Go and shown interest in joint development agreements during Phase II. Zap&Go expects to enter the market at EUR30-40 per pouch at a gross margin of over 90%. Initially pouches will be produced in the in-house pilot production unit before production is outsourced under licensing agreements. Revenues are forecast to hit 150m EUR by 2023. Breakeven will be reached in 2020.",1
"Title: QCALL - Quantum Communications for ALL Abstract: Quantum Communications for ALL (QCALL) endeavors to take the next necessary steps to bring the developing quantum
technologies closer to the doorsteps of end users. Quantum communications (QC) is well-known for its offering ultra-secure
cryptographic key-exchange schemes—resilient to any future technological advancement. QCALL will empower a nucleus of
researchers in this area to provide secure communications in our continent and, in the long run, to our connections
worldwide. With the large scale violations of privacy in the EU exchange of information, this is a crucial moment to pursue
this objective. By covering a range of projects, with short, mid, and long-term visions, and using a balanced and multifaceted
training programme, QCALL trains a cadre of highly qualified interdisciplinary workforce capable of shaping the R&D section
of the field, hence accelerating its widespread adoption. This will ensure that EU will remain at the frontier of research on
secure communications and advanced QC systems and devices. In QCALL, we explore the challenges of integrating
quantum and classical communication networks; this will be essential in providing cost-efficient services. We experimentally
examine and theoretically study new protocols by which network users can exchange secure keys with each other. We
investigate disruptive technologies that enable wireless access to such quantum networks, and develop new
devices and protocols that enable multi-party QC. Our meticulously planned training programme includes components from
shared taught courses through to scientific schools and complementary-skill workshops, supplemented by secondment
opportunities and innovative outreach and dissemination activities. This will create a structured model for doctoral training in
EU that will last beyond the life of the project, so will the industry-academic collaborations that are essential to the
development of the disruptive technologies that will make QC available to ALL.",1
"Title: OCRE - Access to Commercial Services Through the EOSC-hub Abstract: The Open Cloud for Research Environments consortium combines the expertise of four partners to enable access and drive the adoption and use of commercial digital services by the European research community. Essential for interdisciplinary research, these services include:
• Commodity type commercial digital services, such as: 
     •	Infrastructure as a Service (IaaS) and Platform as a Service (PaaS), providing compute, storage, network and related services, and a 
        platform allowing customers to develop, run, and manage applications as a public cloud service. 
     •	Software as a Service (SaaS), an on-demand software licensing and delivery model in which software is used by the customer on a 
        subscription basis and is hosted by the supplier as a public cloud service. File storage (sync and share), online collaboration, 
        simulation and virtualisation tools are example services.

• Secure Earth Observation commercial services, which make use of the Copernicus Data and Information Access Services (DIAS).

After gathering user requirements, the OCRE will manage the adoption funds and buy resources from the selected suppliers (OCRE will act as customer) and make cloud resources available to institutions. Such a delivery vehicle is effective and efficient for the supply as well as the demand side.

Service adoption is the key focus of this work. A legal and technical mechanism (The OCRE Business Management Platform) will be created to integrate a range of these commercial services into the EOSC hub in order to make them more easily available to researchers.",1
"Title: NoLiMiTs - Novel Lifesaving Magnetic Tentacles Abstract: The aim of this project is to characterize fundamental principles at the intersection of robotics, magnetics, manufacturing and medicine, which will enable intelligent tentacle-like robots to augment the capabilities of surgeons in reaching deep into the human anatomy through complex winding pathways and treat inoperable diseases.
Magnetic tentacle robots, proposed here for the first time, have the potential to be thin, extremely soft and scalable, and to conform to curvilinear trajectories by leveraging magnetic control over their entire length. The surgeon needing to access difficult to reach targets such as peripheral nodules in the lungs, small diseased blood vessels and regions deep inside the brain, will be able to design personalised tentacles and fabricate them on demand.
My world-leading research team in surgical robotics–to be further consolidated by this grant–will define and explore new robotic architectures, as well as the design and fabrication processes integral to this novel concept. Proprioceptive sensing, combined with mathematical models, will enable intelligent robotic control. Robotic assistance will be context dependent, ranging from joystick-based operation to autonomous control along pre-planned trajectories. An integrated design environment will help systematise and streamline implementation.
The research programme consists of four work packages: 1) Robotic architectures and models; 2) Intelligence and control; 3) Rapid design, simulation and synthesis; and 4) Multi-scale experimental evaluation, embracing different scenarios where control over the entire body of the robot is crucial: lung biopsy, cardiovascular interventions and neurosurgery.
This interdisciplinary research will strengthen Europe’s position in medical robotics and improve public health by reducing patient recovery times, complication rates, and treatment costs, and ultimately saving the lives of patients suffering diseases that are inoperable—and often terminal—today.",0
"Title: Wi-5 - What to do With the Wi-Fi Wild West Abstract: The last few years have witnessed a significant increase in the use of portable devices, especially smartphones and tablets thanks to their functionality, user-friendly interface, and affordable price. Most of these devices use Wi-Fi Access Points (AP) where possible, in addition to 3G/4G, to connect to the Internet due to its speed, maturity and efficiency. 

Given this demand, Wi-Fi is facing mounting issues of spectrum efficiency due to its utilisation of non-licensed frequency bands, so improvements continue to be added to standards in order to improve performance and adapt it to new demands. For example, as Wi-Fi saturation increases in areas, such as business centres, malls, campuses or even whole European cities, interference between these competing APs can begin to negatively impact users’ experience. At the same time, real-time interactive services have grown in popularity and are now used across a range of mobile devices. These share the same connection with “traditional” applications, such as e-mail and Web browsing, but are far more bandwidth intensive and require consistent network capacity to meet user Quality of Experience demands. 

In this context, Wi-5 Project (What to do With the Wi-Fi Wild West) proposes an architecture based on an integrated and coordinated set of smart solutions able to efficiently reduce interference between neighbouring APs and provide optimised connectivity for new and emerging services. Cooperating mechanisms will be integrated into Wi-Fi equipment at different layers of the protocol stack with the aim of meeting a demanding set of goals:

• Support seamless hand-over to improve user experience with real-time interactive services
• Develop new business models to optimise available Wi-Fi spectrum in urban areas, public spaces, and offices
• Integrate novel smart functionalities into APs to address radio spectrum congestion and current usage inefficiency, thus increasing global throughput and achieving energy savings",1
"Title: DynAMic - Dynamic adaptive microscopy for label-free multi-parametric imaging in biology and medicine Abstract: Optical microscopy constitutes one of the most fundamental paradigms in biological and medical imaging. However, significant challenges remain in regard to the application of optical microscopy to in vivo interrogations. First, the diffusing nature of light propagation in tissue due to random variations of the refractive index, limits in vivo microscopy to superficial depths; within only a few mean free paths (<1mm). Second the invasive nature of fluorescent proteins and probes, allows monitoring of only 1-5 events by spectrally multiplexing different fluorochromes; i.e. performance that is highly incompatible with the targets of functional genomics and proteomics.
This proposal aims to develop the next step in optical visualization by addressing these two fundamental limitations of optical imaging, i.e. Depth and Contrast. To achieve this, DynAMic proposes a radically new concept for optical imaging of tissue based on ❶ developing real-time wavefront-shaping adaptive optics for making the performance of any optical system ideal and for the first time in Raman microscopy ❷ reaching tenfold deeper in tissue than conventional optical microscopy by compensating for the refractive index variations using  phase and polarization retrieval for inversing light diffusion and ❸ utilize advance image formation to improve the sensitivity and utilization of stimulated Raman scattering for multi-parametric label-free contrast that radically expands at least tenfold the number of labels concurrently retrieved from living systems, linking optical observation to functional proteomic requirements. 
The new optical imaging ability delivered in DynAMic will be applied to a first target application of ophthalmic imaging, also used as a window to the brain and devastating nervous disease detection, defining the next generation ophthalmology and neurology sensing, disrupting the modus operandi of retinal imaging  without disturbing the modus agendi of the end users.",0
"Title: WhoLoDancE - Whole-Body Interaction Learning for Dance Education Abstract: Whole-Body Interaction Learning for Dance Education 

WhoLoDance is aiming at both researching and innovating contemporary learning theories of embodied cognition and dance education, building on advances on neuroscience, pedagogical and learning theories, educational psychology together with new technologies in artificial intelligence and knowledge management.  

Dance is a diverse and heterogeneous practice and WhoLoDance will develop a protocol for the creation and/or selection of dance sequences drawn from different dance styles and appropriate for different teaching and learning modalities that can provide the base content for the capture, cataloguing and analysis of dance movement for the creation of different interactive and immersive learning tools. 

WhoLoDance will support learning the essential components of dance, enhancing movement skills, and creating solutions for supporting the composition, re-use, and distribution of interactive educational content and services, with assessment and feedback functionalities making use of immersive real-time tools to learn dance choreographies. 
WhoLoDance will explore smart learning environments for providing dance students with adaptive and personalised learning and assessment, through multi-modal/multi-sensory interaction technologies and advanced immersive real-time training interfaces.  

WhoLoDance will create and deliver the proof-of-concept of a motion capture repository of dance motions built in a method allowing interpolations, extrapolations and synthesis through similarity search to enable new and powerful dance teaching paradigms. 

Finally WhoLoDance aim is to create a digital environment that will provide dance educators and students, as well as creators (choreographers) the opportunity for capacity building and networking, bringing together practitioners from different physical spaces, and will allow them to communicate chorographical ideas and movement concepts online and work collaboratively.",0
"Title: BEACON - Hybrid Digital-Analog Networking under Extreme Energy and Latency Constraints Abstract: The objective of the BEACON project is to (re-)introduce analog communications into the design of modern wireless networks. We argue that the extreme energy and latency constraints imposed by the emerging Internet of Everything (IoE) paradigm can only be met within a hybrid digital-analog communications framework. Current network architectures separate source and channel coding, orthogonalize users, and employ long block-length digital source and channel codes, which are either suboptimal or not applicable under the aforementioned constraints. BEACON questions these well-established design principles, and proposes to replace them with a hybrid digital-analog communications framework, which will meet the required energy and latency constraints while simplifying the encoding and decoding processes. BEACON pushes the performance of the IoE to its theoretical limits by i) exploiting signal correlations that are abundant in IoE applications, given the foreseen density of deployed sensing devices, ii) taking into account the limited and stochastic nature of energy availability due to, for example, energy harvesting capabilities, iii) using feedback resources to improve the end-to-end signal distortion, and iv) deriving novel converse results to identify fundamental performance benchmarks.

The results of BEACON will not only shed light on the fundamental limits on the performance any coding scheme can achieve, but will also lead to the development of unconventional codes and communication protocols that can approach these limits, combining digital and analog communication techniques. The ultimate challenge for this project is to exploit the developed hybrid digital-analog networking theory for a complete overhaul of the physical layer design for emerging IoE applications, such as smart grids, tele-robotics and smart homes. For this purpose, a proof-of-concept implementation test-bed will also be built using software defined radios and sensor nodes.",1
"Title: ExPaNDS - EOSC Photon and Neutron Data Services Abstract: The ambition of EOSC Photon and Neutron Data Services (ExPaNDS) is to enrich the EOSC with data management services and to coordinate activities to enable national Photon and Neutron (PaN) RIs to make the majority of their data ‘open’ following FAIR principles and to harmonise their efforts to make their data catalogues and data analysis services accessible through the EOSC, thereby enabling them to be shared in a uniform way.
EOSC currently provides a range of services that needs to be adapted to the ever-increasing requirements of scientific experiments held at various PaN RIs. It is essential that these services become standardised, interoperable and integrated to fully exploit the scientific opportunities at PaN RIs.
ExPaNDS therefore seeks to: Enable EOSC services and to provide coherent FAIR data services to the scientific users of PaN RIs; connect PaN RIs through a platform of data catalogues and analysis services through the EOSC for users from RIs, universities, industry etc.; gather feedback and cooperate with the EOSC governance bodies to improve the EOSC and develop standard relationships and interconnections between scientific publications, PaN scientific datasets, experimental reports, instruments and authors (via ORCID).
Concretely ExPaNDS proposes to standardise and link all the relevant PaN RI catalogues to ensure that the user community has access to both the raw data they collect, which is linked to their research session at the various national RIs, and relevant peer review articles produced as a direct result of their usage. It is paramount that we develop a common ontology to fully integrate all the elements of the catalogues as well as a roadmap for the back-end architecture and functionalities. We also propose to develop a powerful taxonomy strategy in line with the requirement of the EOSC user community. The proposed activity will feed into the OpenAIRE infrastructure integrating and linking entities from a wide range of scholarly resources.",0
"Title: MONICA - Management Of Networked IoT Wearables – Very Large Scale Demonstration of Cultural  Societal Applications Abstract: The SoundCity Project MONICA aims to provide a very large scale demonstration of multiple existing and new Internet of Things technologies for Smarter Living. The solution will be deployed in 6 major cities in Europe.
MONICA demonstrates a large scale IoT ecosystem  that uses innovative wearable and portable IoT sensors and actuators with closed-loop back-end services integrated into an interoperable, cloud-based platform capable of offering a multitude of simultaneous, targeted applications.
All ecosystems will be demonstrated in the scope of large scale city events, but have general applicability for dynamically deploying Smart City applications in many fixed locations such as airports, main traffic arterials, and construction sites. Moreover, it is inherent in the MONICA approach to identify the official standardisation potential areas in all stages of the project.
MONICA will demonstrate an IoT platform in massive scale operating conditions; capable of handling at least 10.000 simultaneous real end-users with wearable and portable sensors using existing and emerging technologies (TRL 5-6) and based upon open standards and architectures. 
It will design, develop and deploy a platform capable of integrating large amounts of heterogeneous, interoperable IoT enabled sensors with different data capabilities (video, audio, data), resource constraints (wearables, Smartphones, Smartwatches), bandwidth (UWB, M2M), costs (professional, consumer), and deployment (wearable, mobile, fixed, airborne) as well as actuators (lights, LED, cameras, alarms, drones, loudspeakers).
It will demo end-to-end, closed loop solutions covering everything from devices and middleware with semantic annotations through a multitude of wireless communication channels to cloud based applications and back to actuation networks. Humans-in-the-Loop is demonstrated through integrating Situational Awareness and Decision Support tools for organisers, security staff and sound engineers situation rooms.",1
"Title: IMPACT - Impact of Cultural aspects in the management of emergencies in public Transport Abstract: The objective of the IMPACT project is to investigate the essential role played by cultural factors in managing safety- and security-issues related to emergencies in public transport systems.
The IMPACT Coordination and Supporting Action is aimed at analysing the different cultural behaviours for the prevention of emergencies  with particular emphasis on risk and situational awareness perception of the different cultural groups; information to passengers with different socio-cultural backgrounds; cooperation towards prevention of security threats; security checks.
Moreover, it is aimed at analysing the different cultural behaviours for the management of emergency events and the post-events with particular emphasis on: crowd management; management of first responders to care for different cultural groups; information to passengers.
From the above analyses IMPACT will produce a cultural risk assessment methodology and the associated mitigation actions for the public transport sector also developing simulators and models; identify innovative solutions that can support public transport operators in improving the communication with passengers through tailored messages to the different cultural communities  (via mobile phones and social networks) and other solutions to enhance the management of emergencies considering cultural aspects;  develop best practices, dedicated training material and procedures for both public transport operators and first responders; develop policy recommendations for policy makers, regulators, municipalities and public transport operators.
The IMPACT Consortium has an intercultural and interdisciplinary approach with an extensive expertise in different disciplines, ranging from social and cultural psychology, sociology and anthropology, to safety, security and emergency management and from computer-science to communication and event organization. The consortium is composed by 2 SMEs, 1 big Industry, 4 Universities and 1 National Authority.",1
"Title: ELIOT - Enhance Lighting for the Internet of Things Abstract: So far, the Internet of Things (IoT) is narrowband with no latency constraints. A wider range of applications is envisioned for industrial manufacturing, augmented reality and autonomous cars. It makes use of artificial intelligence, where compute functions will be offloaded from devices into the cloud. Accordingly, future IoT will need wireless links with high data rates, low latency and reliable connectivity despite the limited radio spectrum. Connected lighting is an interesting infrastructure for IoT services because it enables visible light communication (VLC), i.e. a wireless communication using unlicensed light spectrum. LED luminaires have enough modulation bandwidth for high data rates and each luminaire can be used as a wireless access point. Networked VLC-enhanced luminaires will add new features to build a wireless network for the IoT. ELIOT will start from existing prototypes and develop the support for IoT services. The project will integrate the lighting infrastructure with VLC and add positioning, multicast communications and enhanced security. ELIOT will demonstrate the new infrastructure in real environments at TRL ≥6 and mobile IoT devices at TRL ≥ 4. Main project goals are to provide an open reference architecture for the support of IoT in the lighting infrastructure, build consensus reflecting the best architectural choices, contribute to standardization of lighting and telecom infrastructures in IEC, IETF, IEEE and ITU-T and provide a roadmap for IoT until 2022 and beyond. ELIOT brings together Europe’s key players that cover the whole value chain, i.e. OSRAM, Philips Lighting and Tridonic as major component and luminaire makers, Maxlinear as chipmaker, NOKIA as a leading network vendor and integrator, BMW, Weidmüller and Thyssen Krupp working on industrial IoT, Deutsche Telekom and KPN as innovative operators, together with Fraunhofer HHI as a leading research institute and two top universities from Eindhoven and Oxford.",1
"Title: EXFILES - Extract Forensic Information for LEAs from Encrypted SmartPhones Abstract: ""Technological advances and development of sophisticated functions in mobile devices led to new usages and dependencies. Mobile phones are often a key factor in criminal cases, intrusions, intellectual property theft, security threats, and more. The data stored in these devices may contain critical evidence associated with the above-mentioned crimes. 
The latest generation of devices incorporate new security features and encryption schemes to """"protect"""" the device and its associated user data. The other side of the coin is that the rapid processing of critical evidence by various information retrieval techniques is slowed down, if not made impossible. The mobile device forensics field is a challenging area for forensic analysts, particularly given the increasing number of data encryption mechanisms.
The EXFILES project aims to provide law enforcement agencies (LEAs) with new tools to extract data and associated evidence from these devices in strict legal contexts. A unique consortium of five LEAs, universities and cyber security companies from the EU have joined forces to address these challenges. Together, they defined three areas of work on technical data extraction techniques, namely software exploitation, hardware methods and combined methods. In addition, tools and methods inspired by other areas of information security (e.g. security assessments based on common criteria) will lead to new judicial methods of accessing data for lawful investigations. Another unique dimension of EXFILES is the clear focus on the ethical and legal aspects of research and exploitation as well as dissemination and training activities for the next generation of forensic experts.
The main objective of EXFILES project is to improve Law Enforcement Agencies techniques and methods, to extract digital evidence from modern encrypted smartphones used by criminals based on holistic approach (both software and hardware).
""",1
"Title: HyStorIES - Hydrogen Storage In European Subsurface Abstract: Renewable hydrogen combined with large scale underground storage enables transportation of energy through time, balancing out the impacts of variable renewable energy production. While storing pure hydrogen in salt caverns has been practiced since the 70s in Europe, it has never been carried out anywhere in depleted fields or aquifers.

Technical developments are needed to validate these two solutions. As subsurface technical feasibility studies for a future hydrogen storage in depleted field or aquifer will be site-specific, as for other geology related activities, HyStories will provide developments applicable to a wide range of  possible future sites: the addition of H2-storage relevant characteristics in reservoir databases at European scale; reservoir and geochemical modelling for cases representative of European subsurface, and tests of this representativeness by comparing it with results obtained with real storage sites models; and lastly an extensive sampling and microbiological lab experiment programme to cover a variety of possible conditions.

Complementarily, techno-economic feasibility studies will provide insights into underground hydrogen storage for decision makers in government and industry. Modelling of the European energy system will first define the demand for hydrogen storage. Environmental and Societal impact studies will be developed. For a given location and hydrogen storage demand, a high-level cost assessment for development of each of the competing geological storage options at that location will be estimated, and the sites will be ranked based on techno-economic criteria developed within the project. Finally, several case studies will enable consideration of the implementation of potential projects, notably by considering their economic interest.

This will provide substantial insight into the suitability for implementing such storage across EU and enable the proposition of an implementation plan.",0
"Title: ReadingMachine - Molecular machine for information reading and catalysis Abstract: The conversion of chemical energy into translational and rotational movement at the molecular level enables biological motors to perform and control a wide variety of complex functions. ‘Read-out’ tasks are essential for life as these processes can translate information from DNA to RNA and from RNA to encode proteins. 
The ‘ReadingMachine’ project aims to design, construct and investigate chemically fuelled linear molecular machines capable of active transport of cargo, the read-out information and other sophisticated tasks. Specifically, I will develop [2]rotaxane-based molecular machines for information storage and read-out. I will first investigate the rational design of an orthogonal gating system on the track to allow for the unidirectional transportation of a macrocycle through the track by fuelled acid-base oscillations. By recognition of the chiral information of each station it docks at, the macrocycle will be able to report its position through a unique CD signal output. Harnessing the unidirectional motion of the macrocycle on the track, sequential information of the track will be non-destructive read-out by a series of CD outputs. Furthermore, the information that the macrocycle is reading will change the conformation of the macrocycle. As a result, the reading process will enable the molecular machine to be a 'smart' catalyst for enantioselective synthesis according to the signal it reads. 
The controlled information storage and read-out process on molecular-level through a fuelled non-destructive reading machine is a tremendous challenge that could lead us towards the dawn of an era of useful molecular nanotechnology, for example ‘re-storage’ and ‘replication’ of stored information, and ultimately point the way for the use of such molecular machines to write (i.e. synthesize) sequence information as it is reading from the track.",0
"Title: WAVECOMBE - mmWave Communications in the Built Environments Abstract: The foreseen exponential growth of mobile data traffic will not be uniform across geographical areas, but is mainly concentrated in hot spots that are usually located in the built environments (BEs) such as central business districts, stations, airports, stadiums, dense urban environments, etc. This poses considerable challenges that we believe can be solved by ultra dense deployment of millimetre-wave (mmW) small-cells (SCs) in conjunction with massive multiple-input multipleoutput (MIMO) in 5G and beyond 5G (B5G) wireless networks. However, there are a number of research challenges that need to be addressed for a successful deployment of 5G/B5G wireless networks: even if the theoretical background of massive MIMO is by now rather complete, the actual performance characterization and measurements of mmW antenna arrays has not yet been fully addressed at either the component or system level; mmW radio channel measurements have
been performed but with limited time delay resolution, single antennas and over single radio links; and mmW bands have been considered for mobile communications, but the level of detail and diversity of BEs necessary for meaningful mmW SC deployment has not been fully exploited. Therefore, we propose here a research approach that combines the three disruptive key enabling technologies for 5G/B5G with the aim to answer fundamental questions that are still not well understood. 

Hence, the research objectives of the project are as follows: 
• Develop and test mmW MIMO and massive MIMO antennas.
• Characterize and model radio propagation channel at mmW bands for typical BEs (offices, homes, stations, airports).
• Theoretically analyse and optimise massive MIMO mmW SC performance in the BEs.
• Integrate massive MIMO mmW SC networks with their operating environments.
• Develop methods to retrofit existing buildings and to design new buildings for efficient high-capacity wireless communications in the BEs.",1
"Title: MuseCoP4DT - Design Thinking for Digital Heritage: Developing Communities of Design Practice for Visitor Experience Abstract: This project is firmly situated within Design Research focusing on the area of Design Thinking for Digital Heritage. This study aims to advance Design Research by conducting the first systematic analysis of Design Thinking culture in the particular domain of museums engaged in digital heritage projects. This research takes a qualitative approach to the study of Design Thinking by blending ethnographic methods with suitably adapted methods and concepts from Wenger’s Communities of Practice.  
Situated at the intersection of different academic fields, this project has an interdisciplinary character and brings different methodologies into dialogue, delivering an original and innovative contribution to existing literatures and enhancing theoretical and practical knowledge in Design Research.",0
"Title: BELLA-S1 - BELLA-S1 Building Europe Link with Latin America Abstract: The BELLA-S1 proposal aims to provide for the long-term interconnectivity needs of the European and Latin American research and education networks, and answers the call for transatlantic connectivity to Latin America in the H2020 Work Programme 2014-15. The objective will be to strengthen connectivity to Latin America ensuring very high capacity, cost benefits and the shortest possible route, whilst stimulating diversity over the transatlantic segment. The objective will be met in two phases: phase one will procure an indefeasible right of use for a portion of the spectrum of a direct submarine telecommunications cable between Europe and Latin America; phase two will deploy one or more wavelengths, as required, on the spectrum procured to interconnect the GÉANT and RedCLARA networks, and provide for the intercontinental connectivity needs of the European and Latin American research and education communities.",1
"Title: MAGicSky - Magnetic Skyrmions for Future Nanospintronic Devices Abstract: Challenges facing technology for power efficient, high density, high speed information processing and storage are well recognised, and strategies for meeting them in the short term define the shape of industry roadmaps. As a consequence, in the next ten years, radically new approaches will be implemented and will transform how data is stored and manipulated. Skyrmion-based devices are newcomers to this global race for the next generations of information technology. Skyrmions were discovered in magnetic crystals only a few years ago, but we already have within reach a possibility to create them in nanoscale devices that can be made compatible with conventional integrated circuit technology. Our work in MAGicSky will substantiate this possibility.
The potential benefits are enormous. Skyrmions are magnetic solitons that carry information, and are remarkably robust against defects that can trap or destroy them due to the topology of their magnetic texture. Topology also appears to further underlie other of their technologically important features: mobility with small continuous currents and singular dynamics under radio-frequency. MAGicSky will engage some of the most advanced materials fabrication, characterisation and microscopic imaging facilities in Europe together with leading theoretical and computational modelling capabilities, to create the first proof-of-concept room temperature spintronic devices based on magnetic skyrmions.",1
"Title: SCAVENGE - Sustainable CellulAr networks harVEstiNG ambient Energy Abstract: Energy sustainability is key to future mobile networks due to their foreseen capacity upsurge. The objective of the ETN SCAVENGE (Sustainable CellulAr networks harVEstiNG ambient Energy) is to create a training network for early-stage
researchers (ESRs) who will contribute to the design and implementation of eco-friendly and sustainable next-generation (5G) networks and become leaders in the related scientific, technological, and industrial initiatives. Sustainable networks are
based on the premise that environmental energy can be scavenged through dedicated harvesting hardware so as to power 5G base stations (BSs) and the end devices (mobile terminals, sensors and machines). To realise this vision, the project will take a complete approach, encompassing the characterisation of intermittent and/or erratic energy sources, the development of theoretical models, and the design, optimisation and proof-of-concept implementation of core network, BS and mobile elements as well as their integration with the smart electrical grid. 
The consortium is composed of world-class research centres and companies that are in the forefront of mobile communication and renewable energy research and technology development. The attitude of the industrial partners towards the strong investment in R&D and their strategic vision are fully aligned with the mission of this project, making them perfectly fit for this consortium. This grants a well-balanced project with genuine and strong technical interactions. The ESRs will have a unique opportunity towards professional growth in light of dedicated cross-partner training activities and through the interaction with the Partner Organisations, which also include relevant stakeholders in the envisioned market. All of this will ensure that the trained researchers will be successfully employed at the end of the research program.",1
"Title: WISDOM - The autonomous floral pathway: a WIndow to Study the tight link between non-coDing RNA and chrOMatin regulation Abstract: My Fellowship will explore the interconnection between non-coding RNA and chromatin regulation. Building on a detailed mechanistic base, I will capitalize on the recent proteomic identification of a stable complex FLD/SDG26 by my host lab, which plays a central role in the co-transcriptional silencing of the Arabidopsis floral repressor locus FLC. This protein complex is central to a mechanism determining the quantitative expression level of FLC, and thus the reproductive strategy of the plant. However, these activities also regulate many other targets in the Arabidopsis genome and the conserved nature of the components suggests the deeper understanding gained from this study will be important generally across all eukaryotes. FLD is a histone demethylase with specificity for H3K4; SDG26 is a SET domain protein likely to methylate histones and other proteins, but whose specificity is currently unknown. The splicing and alternative processing of FLC antisense non-coding transcript, COOLAIR, is essential for the repression of FLC transcription. However, how the processing of COOLAIR controls sense transcription remains elusive. My proposal aims to: 1) test the hypothesis that the FLD/SDG26 complex, triggered by FCA/FY-mediated proximal polyadenylation of COOLAIR, delivers a specific chromatin environment, which represses transcriptional output: and 2) explore the missing link between FCA/FY-mediated proximal polyadenylation of COOLAIR and chromatin regulation by FLD/SDG26 complex. My proposal involves interconnections between genetics, biochemistry and molecular biology, enabling me to develop a broader experimental skillset. It directly contributes to the action’s goals to: improve my creative potential and competences through international mobility and advanced training in technical and transferable skills; enhance collaborative and contact networks for both myself and my host lab through academic and public engagement; and drive substantial career development.",0
